id,content
1191,"Use as a learning device in school, such as a large tablet that fills the blackboard and students can come up to the front of the room and touch the tablet during lessons."
1192,"display information from your smart phone on your sleeve.  Show who's calling, the time, number of emails etc."
1195,Integrate it somehow with 3D printing technology.
1196,Wallpaper that could change how it looks based on your mood/weather/etc.
1201,Make them into scuba gear; it'll light up the darkness beneath the water.
1203,comforter for a bed that you can watch videos on
1206,create flashlight effect for walkers
1209,A neck scarf that cools when sweat is detected.
1211,because of it's small size could help small firms and companies in communicating; especially if colleagues are far from eachother
1213,Create interactive place mats when eating. Could change to fit the food if you're having guests over to have a party or having a one on one romantic evening with someone.
1214,"Be able to use your computer on the go, on any surface with a piece of cloth."
1215,use fabric for billboards instead of electronic boards
1216,dish towel that doubles as a video player for recipes
1217,"Using the fabric on jackets, to help with cold temperature. Maybe a better insulation."
1220,a washcloth that changes colors as it degrades. This could tell you when to replace it.
1221,safety for hunters
1222,"Make it into a ""smart"" wristband."
1225,MAKE JEANS THAT CAN TURN TO DIFFERENT DESIGNS
1229,little league or any team uniforms can be used with this technology. The designer can create the image and have it display on the clothing instead of heat sealing it on.
1230,Can use as a towel that measures how much water you've used
1233,Have comparisons to other fabrics listed on the side so people can get an idea of what they're in for
1235,Safety warnings from public institutions i.e. different colored flags on the highway that reflect Amber Alerts or how safe the roads are (a color coated system will be in place).
1236,"obviously has use in the military, navy or airforce"
1238,a bath towel that you can watch the news on in the morning after your shower
1239,Invisibility cloak
1241,"A napkin that automatically moves when it touches drop of water, thus cleaning stuff itself."
1242,"Using it on camping gears, like tents. Allow it to be sturdy against weather and temperatures."
1243,MAKE HEADBANDS THAT EXPRESS HOW YOU FEEL FOR THAT DAY OR TIME
1245,A tool to decorate walls inside a house. Patterns to trace on to be painted later. This would act as a guide to what the wall would look like before painting.
1246,Fold able interactive maps. connect a small GPS unit and the map can tell you were you are going
1247,"Turn people into ""walking advertisements."""
1248,"Have walking billboards.  Have commercials, and advertising graphics display on people as the go through their day.  Use anything from  celebrity endorsements to local community sports teams."
1249,"to use as a useful and decorative ""white"" board"
1250,Use it to put logos of corporate sponsors on athletes uniforms.  The display can change and sponsors can buy time much like they do for commercials on TV.
1251,Make it into a trampoline - foot touch.
1252,Can use as a shirt that measures your heart beat and sends you suggestions on how to calm down or pick up depending on what you need.
1253,Use for small children to play video games on a smooth surface that won't hurt them.
1255,Make holograms with it on fabrics.
1256,"Turn into vests for construction workers, security guards, etc. at night to they're more visible."
1258,use with virtual reality to create lifelike environments
1259,Put the waterproof fabric at the bottom of a pool and have it change colors if someone urinates.
1261,Cover a wall or floor in it to have an interactive design.  Make a molten lava floor for kids to play on.
1262,Display phone notifications on clothing.
1264,light up children at night so parents can see them
1265,man I dont know
1267,Have peer reviews and ratings for accuracy of the displayed fabric
1268,use for walking billboards
1270,Create a very unique and original mousepad.
1271,For use as a gimmick in magic tricks; i.e. vanishes and appearances.
1272,Interactive chess board on a shirt.
1274,PUT COMPANY INFOMMERCIAL ON BACK OF TSHIRTS
1275,A t-shirt with changing photos.
1276,Can be used to camouflaged small items
1277,Cover the walls with it like wall paper and you can change the walls color
1278,Color changing table cloth for decoration on holidays. Different themes could be changed.
1279,Make your own invisible cloak.
1280,Use for people to design their own t-shirts.  People could create a design on a computer and then upload the image to the shirt.
1281,let you know your blood alcohol level before you drive
1283,A message board for people to connect to one another on this technology and discuss it.
1287,say goodbye to the conventional television set...
1288,A banner that plays music when the wind moves it.
1291,"Use as a place mat, kids can play with it and read their menu choices, etc. It will keep them occupied and entertained while adults talk."
1292,STORES CAN USE AS AWNING TO DISPLAY THEIR VARIOUS PRODUCTS
1293,Interactive clothing displays that shows you information on the display as you touch it.
1295,Can be used as a hat that can change logos every so often to maintain relativity with any outfit
1296,Using the material on cars. Maybe on the car seats.
1297,use for a light show at an event
1298,Add pretty cool lights to your clothes
1299,An electronic shirt that connects to a computer via USB. You could then download images and designs to display on the shirt when you go out wearing it.
1301,Something to identify your child if he/she is lost or kidnapped. Like an alarm that goes off if the child goes off of an expected route to school or something. The clothing starts lighting up and grabs the attention of others.
1302,change your favorite sports team or jersey
1303,Airbags on car. Maybe the material can be better than the current one they have right now.
1304,"With the projector connected to the internet and the fabric hung on the ceiling, it could be an interactive and live astronomy chart. Following the night skies and constellations. Educational or just for fun."
1306,Make it into a washcloth that would determine skin infections and other abnormalities.
1307,use to create custom changing logos on clothes
1309,A shirt that imprints punch marks for training in martial arts.
1310,a shirt that has a couple different patterns you can choose from to coordinate with your other clothes.
1311,"Can be used as socks that change appearance, could be athletic of not depending on how you want to look"
1313,A kids' backpack with changeable images and colors.
1314,Make clothing for dogs.
1315,Ties that can change styles with the touch of a button.
1316,Interactive map at a mall hang it up and touch were you want to go
1317,use to put your name on clothing
1318,Use for warnings and public announcements during states of emergencies like natural disasters or terror attacks.  Enable the fabric to receive information from government agencies to direct people to safer areas.
1320,night time surfing
1321,A portable movie/tv screen. This would have less glare and setting it up on a wall would be easier than moving a whole projector/screen combo.
1322,Make them into flags that represent different colors.
1323,Use it on t-shirts to instantly change your style anywhere.
1324,Turn your entire wall into a television. We will no longer be restricted by the room available to us.
1325,An umbrella that opens as soon as water hits it.
1326,"In places where projectors are used, this can take the place of a large projector."
1327,Use it on pillows and bedding in hospitals to sense heat and change color when patients need to be shifted or the sheets need to be changed.
1328,Could be used as traffic signaling material.
1329,"Socks that change color according to your body temperature. Mood socks, if you will."
1330,Make pretty cool little pictures appear on a white surface
1331,Giveaway bandannas at sporting events. They can be programmed to change colors during the game or fans in the nose bleed seats can see the action close up in their seats.
1332,"Wearable picture frames that change pictures the way digital frames do, except you can wear these."
1333,Create a shirt or coat with emergency mode that monitors older peoples health and blinks when they need emergency attention.
1334,night light for kids room
1335,to see if you would like a certain color or wall treatment when redecorating
1337,Clothes that are see-through when touched. Used for intimate occasions.
1340,Use to display video connected to a phone
1341,"Take it with you in the car, it can be an all around hit as a kid's blanket and they can use it like an etch-a-sketch or other toy to keep them entertained."
1343,"Use as a couch cover that sense where you are tense based on touch, and the mechanical couch can change to relax you, like a temperpedic."
1344,An interactive mat to use for playing a large game of chess with friends.
1346,use to make books
1347,Use it on blankets for little children. It can be an alternative for comfort.
1348,"Use during the Olympic games on the clothes the athletes wear and allow them to program what they want on their clothes, such as their country's flag and colors."
1351,This could be used well for people who want to show slideshows of vacations to their family whenever they wish.
1352,To show movie clips conveniently.
1355,drink counter at the bar
1356,Turn a large piece into a rug; the rug could flash different colors for parties or have a nice design for regular nights.
1357,The army could use it as active camouflage to mimic any environment soldiers move through.
1358,Make a backpack top with the lights.  If they get lost or need to be found the backpack can signal search planes.
1359,drapes with all sorts of colors
1360,Halloween costumes
1361,make it a portable wall decorator. you can change the fabric to the mood or party you are having
1362,"Could be used in retail stores to attach to clothing, when the customer is interested in seeing the piece of clothing, they touch it, and a video could display varying models wearing it to get a sense of how it would look on themselves."
1363,WiFi connectivity which could be used to search google right through the clothing.
1364,Put images on baby clothing to entertain and occupy the baby.
1365,Provides entertainment to a picnic conveniently.
1366,"Sports team hats that can change to alternate logos like throwbacks, classics, etc."
1368,A cloth your pet can wear with details of ownership in case he/she gets lost.
1369,You can create shirts with watches in the cuffs.
1370,Making your own billboard
1371,"Because the connector is so small, this could be considered mobile and would be good for job presentations."
1372,"Can be used as a portable projector, if you can hook up HDMI to it, so a blanket you can just unfold and hang up on any wall for a beautiful movie watching experience anywhere."
1373,crib sheets that leave outline of baby
1374,Built in tools such as calculators and organizers.
1376,an astroturf like application that can display the score on a playing field
1377,"you could change colors of entire room, home, or even building.  This would be really cool"
1379,Military tents so they can change to look like the surrounding trees and plants.
1380,Wallpaper that shows updated information.
1381,Businesses can use it to quickly display and change menus
1382,A uniform for sports that changes depending on the place of the game.
1383,Synchronization of clothing for public displays. [e.g. the opening ceremony of a grand event or for sports competitions.]
1384,Have outdoors video entertainment conveniently.
1385,Public transportation. Use it as a better seat.
1386,book covers for school.  decorate it different each day
1387,"Make a wallet with a small screen inside.  It can display money in the wallet, bank and credit available."
1388,"Neckties - If they spill something on it at lunch, they can change the color so it blends in and don't have to worry about anyone noticing the stain."
1389,This could be of great use in art exhibits and could be used for collage.
1390,Use it as a napkin that doubles as an interactive place setting to keep being productive even at dinner.
1392,place the cloth over a kitchen table to detect consistency of the food or drink
1393,Use as a fashion aide. Show different combinations of clothing and see how it would look on a person.
1395,Encompass furniture in the material to add possible heated seating and bedding.
1397,more visibility for motorcycle riders
1398,Use all the pretty lights to make yourself look like an alien
1399,A bra that can be told to fill up air bags or deflate them in order to act as a push up bra or not. This might allow me to make use of the same bra throughout the whole month.
1400,A paper-thin wrist watch with interactive display.
1402,A yoga mat that can show you proper hand and foot placement.
1403,"Use it for presentations, as it senses touch."
1405,Use in a lazer tag arena to creating a moving atmosphere
1406,baby mat with interactive graphics and images
1407,Real time news on any surface. People can be updated of either disasters or things they should be aware of anywhere at any time.
1408,Newspaper screen that expands certain articles when you touch them.
1410,Use it as a map.
1411,Wrap the material around boxing gloves to determine the force of punches.
1412,"Could be used as a insulator if it's a sleeping bag. If the fabric senses you are cold, it'll get warm with built in warmers, and vice versa, if you're too warm, it will chill you until you're comfortable and not moving as much."
1413,to use as a screen in a meeting room to showcase ideas
1415,watch events on shirts
1416,maybe the outdoor (parking) theaters could make a comeback
1417,Cover the walls in a mall for a system that can give personnel directions to a store.
1420,place on desks in schools to label which student should sit in the desk
1421,Teaching a class would be easier using this as a poseable smartboard-type thing.
1422,Clothing textbooks for students on the go.
1423,"An interactive apron that displays recipes. So if you forget how much salt, it will remind you."
1424,"Use it as a canvas for art, as it reacts to touch."
1426,it could make for a very portable tablet display that you can fit into your pocket
1427,A high-end wall paper for your house.
1428,Use them as towels to determine optimal dryness.
1430,Using it to enhance a presentation
1431,use to make stage props
1433,This would be good for advertisements as well as you can change out what is displayed on the same billboard.
1434,Stickers
1436,Wrap it around a phone or tablet to have a unique and changeable cover.
1437,use it create a scene on the outside of your  house that pertains to the season
1441,Wallpaper that can be changed as the temperature of the room changes. Colder temps make the room darker while warmer makes it lighter.
1442,Try to use it as a temporary picture to honor someone at a funeral or a celebration.
1443,A towel that is heat sensitive and adjusts its color otherwise.
1444,a tablecloth that has a built in digital game board for family night fun.
1445,Use the fabric for medical purposes that can detect you body temperature.  If it turns a certain color you have a fever. This could be good for babies who don't necessarily like having their temperature taken with a thermometer.
1446,Making things more visible to everyone
1448,to use as a portable movie theater
1449,Turn them into curtains as a practical joke setting: silhouette of you being murdered.
1450,curtians that you can change the color/pattern of
1451,Decks of playing cards that can change to any card game
1452,You can use it as a sign to direct people at an event.
1454,"Use it on sneakers. Maybe have different vibrant colors, or help with the insoles."
1457,Smart carpet that flashes a light where it is wet. That way you can clean up fido's pee pee.
1458,"make a rug that can display different games like twister, hopscotch etc."
1459,to use for a halloween display on a porched in area
1460,in the room as very small insects detector
1462,Could use it on a white (blank) t-shirt and change the color to use desire
1463,The sizes of the fabric make it useful for situations that require more intimate attention. The smaller fabrics could be used with a small amount of people while the bigger fabric pieces could be used for larger crowds.
1464,portable vehicle simulation (ship anywhere for training)
1466,"It can be an interactive, unique umbrella."
1467,Shirt shaped like a guitar perfect for strumming on the go.
1468,"Use it in an art gallery to display the work of one artist in one section.  That way, more artists can have a chance to have their works seen.
Use in classrooms to make lessons more interesting.  Most kids find history to be boring, set up some fabric in class that hangs over the dull chalkboard, put up video or photos that go along with the lecture, keep them interested.
If it's waterproof, then how about they replace old, ratchety billboards?  
New ways for teens to decorate their rooms.  They can have a display and have a video of their favorite boy band member going on all the time, up on their wall.
All the money and space businesses can save when they have meetings.  No more projectors bright lights, no more ugly walls being used as backdrop, no more clunky, awkward screens to carry to the meeting from the car."
1469,to watch movies on
1470,An oven mit that is heat sensitive that turns red when something is very hot and cold when very cold.
1471,displaying movies
1472,Use as a fabric for athletic wear that changes a certain color when your heart is beating at a certain speed.
1473,Post-It Notes that would remind you of important events.
1474,teling stories
1475,Use as a small television
1476,Change the color of a car with a button
1478,color changing t-shirt
1479,use for hospital blankets and sheet with get well messages
1480,Use them as shower curtains to keep you  busy in the shower.
1481,camoflauging
1482,"used with phone for larger screen/portability,"
1484,Connectivity with your phone to display content.
1485,clothing storage
1486,animated logo on clothes
1488,"used in class rooms,"
1489,It can be a unique face mask for halloween.
1490,Dance floor carpet that flashes the next foot print spot after dancer hits appropriate spot.
1491,use to play practical jokes on people
1492,Static flag displays that appear to be blowing in the wind.
1493,MAKE SNEAKERS THAT CAN CHANGE COLORS
1495,Students can use it to help with their homework and assignments. They can get images of examples to help them with their homework.
1496,This could be handy for projecting images during concerts or video during films.
1497,"tshirt advertising,"
1499,"hot air balloon shows,"
1500,Use the fabric on the interior of your house to change where you are at any time. You could be outdoors or inside a basketball stadium or where ever you want your house to be.
1501,Use it for carpet in a preschool that way kids can draw on the floor
1503,"ball cap logos,"
1504,Airplanes can pull a large colorful display behind them for advertising at the beach.
1505,You can make flags or banners that emit light.  It would be useful to sports stadiums.
1507,"It could be an interactive cloak or shawl, or cape."
1508,Use as a presentation tool for class projects.
1509,"birthday cards with video,"
1512,"Make sneakers out of them, so ""light-ups"" can be brought back for adults."
1514,for schools to use to display past events
1515,displaying a clothing and being able to see what different colors would look like by displaying the color on the fabric
1517,You could turn your living room into a movie theater by using big enough fabric and then taking it down once the film is over. It is portable.
1518,Use as fabric in a car that allows you to play videos to keep people or children entertained in the back seat.
1522,Use this fabric as part of artistic performances. Imagine what streamer dancers would look like if their streamers constantly changed color and pattern.
1523,Use it for bulletin boards so the messages can be displayed on it to save trees
1525,Mobile social displays.  Wearers can choose to display private information that want to make public.  Anything from personal accomplishments to romantic status to people looking for an extra member for their club.
1527,"It could be used as a versatile game board, like for board games."
1528,gifs on t-shirts
1529,Wall murals that are interactive with objects that can be moved.
1530,wall clocks
1532,An interactive floor of carpet that shows a football team where to line up.  Then when the ball is moved it shows out arrow for their next moves.
1533,on a machine to paint and dry a freshly painted
1536,Slipcovers for a couch. You could change to different patterns at your whim.
1537,would be handy in airports perhaps as a new method of displaying images and information
1538,make a hat or coat with blinkers for bicyclists
1539,Make stars appear at night with this technology
1540,The fabric can read body temperature and change color based on that like a mood ring.
1541,use for halloween haunted forest
1544,watching movies on a bedsheet
1546,Text messaging shirts. You could contact others right through the sleeve of your shirt.
1549,Mouse pad that could monitor your mouse movements.
1550,new way of lighting rooms using shades or curtains
1552,It could be used as a cheap way to display messages with airplanes flying the fabric.
1556,Carpet exercises. That show where to move and what movement to do.
1557,"Use it on bicycles. On the reflector lights, it can be used to serve as a sign to cars and people."
1558,outdoor movie watching
1559,This could help artists be creative since it senses touch. It's like a canvas that can be turned into whatever the artist needs wherever they need it.
1561,Rollable keyboard that you could take with you.
1562,"If you're hanging laundry, then use an interactive app that lets your know when clothes are ready to be worn and fully washed."
1565,make gloves that can light up to use as flashlights when you need to see in the dark
1568,Use as a screen for a map while you're driving.
1569,"A backpack for kids, they can play with it on the bus."
1570,Use as a strategic planning surface in wartime. A foldable interactive map
1571,tie dye t-shirt option that can change pattern by touch
1573,use to show movies anywhere
1574,Want to change the color of your bedspread?  Use the display to change the colors instead of buying all new bedding.
1575,replays at the sporting event
1576,change rug colors with a flip of a switch
1580,Use as a safety vest for construction workers or hunters with changeable colors.
1581,It could be incorporated into theaters as props.
1582,material for a hat
1584,"It could become an add-on to iPhones or smartphones for projecting movies, images, etc at short notice to share with other people."
1586,turn your carpet into moving water or a sandy beach
1587,Camouflage clothing for hunting.
1589,Make a newspaper or magazine connected to a small sifi receiver. Were it uploads your magazine or newspaper to you
1590,Could be used as a blanket for a baby that senses it's heartbeat and can tell you how distressed your baby is
1591,ability to write notes on clothes with touch sense
1592,A baseball carpet that plays music as you run the bases.  If you hit a homerun it cheers for you as you hit each base. It would be fun.
1593,You can use it on a keychain so that it will light up and make it easier to find your keys.
1594,"A sleeve for your phone that companies could pay to use as adspace. You could still use your phone as normal, but passersby would see the ad on the back."
1595,"The army could use it as a way to camouflage things, as it could take the appearance of something else."
1596,would work well for portable kiosks in the mall
1597,draw patterns on clothes through the touch sense
1598,A shirt that displays your likes and dislikes.
1600,"Emergency applications that will cause the fabric to blink bright, noticeable colors when the wearer is in distress."
1602,Pillows that hum soft sounds into your ears.
1603,Interactive text books for students
1604,Place on cars on the back of seats
1605,website with a database of user submitted fabric displays that people can use
1608,A blanket with content that relates to what you're watching on TV.
1610,Malls could hang them anywhere and provide digital maps and directions for customers.
1611,place on airplanes in the back of seats
1612,Use the fabric to cover seats on buses. The people on the bus can use it or it can display ads.
1613,Computer chairs. It can give a better texture and comfort.
1614,night light pajamas
1615,A color changing scarf.
1617,You could use it as a flag and easily display different colors and support for different teams/organizations.
1618,Use to light up street signs
1619,Put up in your car to act as a decal that can change. Perhaps showing a favorite team depending on the time of the year.
1620,the naked shirt. display own body while wearing clothing
1621,Color changing socks and shoes.
1624,There could be spontaneous movies in public places by simply having the device and a big piece of fabric.
1625,"Since it is waterproof, you could probably incorporate this technology underwater and have poolside displays."
1626,"This could be really neat at something like Burning Man Art Festival, a completely new medium for displaying"
1627,make a tablet cover that can display a keyboard or another monitor
1628,Door mat that could leave messages for people at the door.
1629,Rugs and carpet. Better insulation.
1630,Ability to change displays anywhere.
1631,change flags on a pole to any country you want at events
1633,A pillow case that is like a picture book.  You can sift through all your collected memories while you're relaxing on your bed.
1634,Having your laptop on the displayed on your comforter while working in bed.
1635,Curtains that make it look like people are home when they are way. as part of a security system
1636,Traffic signs that can update in realtime to show you important information.
1637,Pillows with built-in sleep sounds and visuals.
1638,ability to pick what brand you want displayed on a white shirt
1640,You could use it on life preservers so that the Coast Guard and people boating will have more visibility.
1641,use to create settings for kids birthdays
1642,Shower curtains. Give the curtain some flair by adding lights.
1643,"Used as a credit card, rather than carrying around multiple."
1644,Curtains with programmable designs.
1645,to put into a room to watch movies
1646,animated swimming trunks
1647,"Perfect clothes for a date, can change based on where you take your date and what's appropriate for the area."
1651,"Take it with you on business, a piece of fabric is much lighter than a whole laptop computer or tablet."
1652,Use during fashion shows to highlight clothing on the models.
1653,"Since it is made out of fabric, this could one day be used as some sort of fashion item where images and videos are displayed onto a person's clothing."
1654,Being able to change the patterns on your clothing to match your mood throughout the day
1655,It cold make a cool Halloween costume.
1656,Ability to use both sides of the material for 2 different displays
1658,A sofa cover.  You can change the colors to reflect your mood and/or to match with the interior design.
1660,"Bike shorts that display a bright yellow line down the side. You could turn these on via wi-fi on your phone, and turn it off when you get to your destination."
1661,"There could be impromptu art galleries displayed in public places...kind of like legal, temporary graffiti."
1662,Posters with moving images as in the Harry Potter books and films. Kids could have the same types of photos hanging on their walls as in the films.
1664,ability to reveal a thought or card or number on your shirt or clothing (more for magicians)
1665,Walls could be covered with the fabric and images could be displayed for decor.
1667,It can replace large billboards for advertising.
1668,Talking shoes.
1669,Use during a wedding while the bride and groom are sharing their first dance. Images of the couple can be displayed on the brides dress.
1670,Handbags - Cover the handbags with the fabric. She'll never have to buy a new handbag again. She can choose the design everyday to match her outfit.
1671,Jewlery
1672,Mousepad. Better traction for the mouse.
1673,create the illusion of snow
1674,Watching movies or using a tablet on the fabric in your car. Would keep the kids busy.
1675,Wrap around different toys or books for children so they won't get bored.
1676,to make canvases in various sizes and sell the in sets to display artwork or family photos.
1683,Giant karaoke screens for big karaoke parties in public spaces like parks.
1684,Use in a clothing store to display looks an cool unique fabric.
1686,Make it into a car cover that can look like any car you want.
1687,"if it could receive signals from the air, perhaps video radio could emerge"
1688,A canvas bag with interactive pictures.
1690,"Changing the color of your carpet or curtains whenever you wanted to suit the time of year, mood, occasion, etc."
1693,Cleaning cloths on for glasses. It can give the glasses better clarity.
1694,Use on mannequins in clothing stores to change the prints of pants so customers can see all styles easily.
1695,"This could lend itself to art on dorm room walls, or any walls, for that matter."
1697,"to sell to school age kids, it can be used to display art, projects and class presentations"
1698,Put it up on the wall like a painting. This can rotate out works of art to keep the room interesting.
1701,"Use the fabric in supermarkets. No more changing display pricing all of the time, Just program it in weekly. Same goes for ads in the store."
1702,Posters. For a better display.
1703,This could be great for joggers or people that work in high traffic areas to increase their safety and visibility.
1704,mobile announcement board for work places or schools that can be put anywhere at any time.
1708,Use in to soothe restless babies above their cribs by displaying peaceful images
1710,utilize this fabric to display flags and posters at various public events
1711,"The contraption could be pinned to highway or danger/notification signs of upcoming construction or an accident, with up to date information for the passersby to ascertain what is the best route or decision to make."
1713,tickers on your hat
1716,Teachers can wear helpful hints to things they are teaching on their clothing
1717,Easy way to have notes for school; could keep things saved in a small file that could be then projected on the easy to carry fabric.
1719,Halloween costumes - Use the fabric to make the costumes more visible to drivers.
1721,"This could probably be hooked up to laptops, PCs and used as a poseable monitor to display onto larger surfaces."
1722,use in language learning by displaying words in different languages based on the latest words recorded.
1723,Use as the lining for all swimming pools.
1725,Using this at work to present things on your cube wall
1727,Making art collection more appealing
1729,It could be an easy display of instructions for putting together stuff.
1730,Huge fabric TVs that you can hang outdoors.
1731,to use at museums and concerts to display things
1732,"During dance routines and performances dancers can have colors and patterns on clothing change with the beat, like a light show on your clothes."
1733,Use it to disguise yourself to better hide from animals so that you can film them for documentaries.
1736,"This would be great for places like festivals and concerts and events, as a person could wear the fabric and display advertising."
1737,"use on police uniforms to display the urgency of a situation, changing color based on the urgency."
1744,You can use it to promote advertisments on the side of the road
1745,"I don't support this idea at all, but one use could be for displaying sponsor logos on sports jerseys and whatnot. That way at least the logos wouldn't be permanently visible"
1746,People can be walking billboards by wearing this.
1748,to use in movie theaters to display film and videos
1753,"for the child's room, they can see their favorite movies and cartoons"
1754,You can use it for research with aquatic animals. And show them stimulating photos underwater
1755,To create patterns on diapers
1756,Cloth diapers that change in color when soiled
1758,It could be a way to have a changing pattern displayed on bedspreads.
1761,Use it to patch stained for damaged upholstery.
1763,Use to trace images onto a fabric to create a fun pattern or picture
1764,displaying nametags on clothing at conventions
1765,"Use it as a way to house train animals; it could be used to display images or colors when the animal goes to the bathroom on it, to deter it."
1768,use it to create kids toys that will show images and videos
1770,More realistic Halloween costumers
1774,"Can use as a poster on a wall, like those digital frames, but larger."
1777,It could be used to have rotating displays on theater curtains at movie theaters.
1778,Could be used to easily display menus on food trucks.
1785,Large screens for in home theaters
1786,Perhaps a new medium to replace magazine pages?
1790,What a fun way to wrap up a gift for someone!
1791,create patterns on drapery to go with your mood for the day
1793,in movie theaters to make them more ajustab...
1795,visual displays in public places - it would be cheaper than putting up screens everywhere
1796,use it as an umbrella fabric that will also display images or personal photos
1805,Changing rug to fit your mood.
1808,It could be a way to have changing patterns on fabric curtains.
1810,clothing with smartphone technology in a display
1812,It could be a way to give impromptu presentations.
1817,in schools to present ideas
1818,make totes and purses with image display options
1826,It can be used as a way to show off new designs
1831,Use the fabric as a projector to watch movies
1837,"This could possibly make a very creative ""flag"" like item that could be out in the weather, and come in different sizes.  Perhaps a new way for a business to attract attention and replace neon signage."
1840,Use the fabric for office presentations.
1843,display images on curtains before/after stage shows
1846,"Use on airplanes, trains, etc. for seat-back entertainment"
1849,Interactive activity mats for children
1850,Maybe use it as a mood clothing device. So it changes color based on who is touching it on the outside.
1854,To have beating organs on the outside of your clothing
1856,customizable dress ties
1857,"make personal gifts, like place mats or curtains with different images that will change and respond to the touch"
1860,"Make cause t-shirts for whatever you are passionate about, or protesting"
1861,any customizable clothing
1865,"An interactive sheet for pets.  They can lay on it, and it'll keep them entertained."
1866,Hang the fabric on a wall as artwork.
1867,teach school lessons
1871,give presentations
1872,use it in movie theaters
1874,use it as a billboard
1876,use it in times square
1877,use it to watch movies on the go
1880,You can use as a replacement to scarecrows. If movement is detected in the area using the touch sensor it shows an image of the animals predator.
1881,"Use as an adjustable shower curtain, so that you can display images to your liking. Maybe it could be heat activated."
1883,Use as wall paper to create virtual realities
1886,place mats specifying guest names at a dinner party
1892,"The ability to touch and change the color of the fabric depending on what spilled on you. So if you are wearing a blue shirt and something black spilled on you, you can change the fabrics color to black."
1894,Use in theater performances to display the set background
1897,customizable rugs and blankets
1899,clothing that changes color so you don't have to shop as often
1902,clothing that you can play kids movies on so kids are distracted from crying
1905,clothing that shows patterns for the runway
1908,Parents could show kids movies int he back seat of the car without having to have a portable DVD player.
1909,a cape that can show different superhero logos for kids halloween costumes
1910,Businesses could use it to hire people as walking billboards.
1911,advertise for your business on whatever you are wearing
1912,A PORTABLE SCREEN FOR ANY TYPE OF MEDIA VIEWING
1913,"Make baby products , since infants love to look at images"
1916,a blanket that plays a movie so kids can watch while laying down (helps promote sleep)
1917,MOVEABLE INTERACTIVE ADVERTISING
1918,can display a patriotic scene on a flag
1920,Use the fabric to make sports uniforms that change between home and away designs as needed
1921,"a shirt that you can load data into the sleeve on, in case you need notes about something later"
1924,Rugs/carpets that track foot traffic
1926,"It could be a way for teachers to show slides, videos, etc. for lessons."
1928,educational material displayed on baby clothing or products
1930,They could be used as on the go backgrounds for people filming scenes
1931,ebooks displayed on furniture
1932,can display cute animals on crib sheets
1933,A changing projected pattern on the clothes that reflects mood.
1934,back yard movie theater.  Like having a drive-in in your back yard.
1936,A bright pattern that activates at night when it notices oncoming traffic for safety.
1937,"Can be used as a screen for a tablet that can sort of be like a scroll, so it'd be extremely portable."
1938,display images on carpet
1939,fabric can be used as carpet at a college campus (in the buildings) and can have directions to various classrooms on it
1941,t-shirts or other clothing with interchangeable pictures/motifs
1942,A tent that blends in with its sorouundings
1943,can be used as curtains that hang on your wall and change pattern when you want to redecorate
1944,They could be given out by schools and connected to their systems to display important information such as burglaries or upcoming events
1946,Parents could make chore lists.
1948,a blanket that you can take with you and play a collection of movies while on a road trip in the car
1949,"Billboards that only ""activate"" at certain times, or can change the product they display based on time."
1950,AN INTERACTIVE YOGA MAT THAT HELPS YOU GET YOUR POSES RIGHT
1951,"Can be used in clubs as wallpaper so that it'd serve as a decoration similar to TVs in clubs, etc."
1952,to use in clothing stores to advertise the products on a display on the clothes of the mannequins
1954,They could be used by businesses to make ever changing interactive flyers
1955,"People can rent out their clothes, roof, and other things for advertisements."
1956,"travel presentations, be able to give your presentation anywhere and not just where a projector is set up."
1957,Blimps that blend with the sky
1958,Use the fabric as an interactive play set for kids.
1960,Changeable T-shirts
1962,Could be used for advertising purposes.
1963,"A PLAY MAT FOR BABIES THAT HAS INTERACTIVE CHARACTERS, STORIES AND MUSIC"
1964,"people can use the fabric as a tablecloth at a trade show, that will display advertisements for their booth"
1965,Home decor that can change with the seasons/holidays/occasion
1966,Color changing drapes and curtains
1967,"automotive hood sleeves, that can change color and patterns, for decorative reasons."
1968,"can use it on a flag and change the flag for different reasons (certain holidays, etc)"
1969,Used to create custom t-shirt and other clothing designs.
1971,"to use outdoors during holiday events such as 4th of July to show event schedule, holiday documentaries, pictures of local people having fun."
1973,in the classroom make a giant interactive map
1974,Used as a tabletop interactive workspread for any profession that uses diagrams and such. It would be good for meetings too.
1975,"Universal Flag, Flag sizes cloth that can display any flag"
1976,Clothing that can be changed from casual to formal colors and patterns.
1978,"changeable clothes, you never have to wear the same thing twice"
1980,bed sheets that can change different colors/patterns as a child gets older (go from children's pattern to a more adult type design)
1981,People could put it on their windows during different holidays and show off holiday colors and videos.
1982,"thin fabric curtains for car side mirrors, that can project an image from the other side of the road; Allows privacy for cab or limo occupants, without sacrificing light or visibility for the occupant"
1983,A mousepad that detect how long you have spent at the computer and reminds you to take breaks.
1984,can create interactive billboards or street signs
1985,You could use it to cover a wall in a house. You could change the accent wall whenever you want to whatever you want.
1986,"clothing that can reflect a uniform for people who have to wear a uniform, will change back to regular clothes when they don't want to be working"
1987,Car cover that makes it look like the car without a cover
1988,reflective clothing for construction workers
1989,"Sailboat sails that match the sky, or can change colors."
1990,Use the fabric to support your team during sporting events.
